amt.pledged,by,category,currency,goal,location,num.backers,num.backers.tier,pledge.tier,title,url
69629,Inventek,Design,aud,2000,"Sydney, AU",1901,"[100, 100, 500, 280, 50, 100, 110, 110, 199, 104, 50, 55, 41, 45, 40, 9]","[16.0, 18.0, 18.0, 18.0, 26.0, 28.0, 30.0, 30.0, 33.0, 33.0, 42.0, 49.0, 50.0, 61.0, 66.0, 120.0]",Zen - Advanced Key Organiser,/projects/1658681699/zen-advanced-key-organiser
130447,ForeverSpin.com,Games,cad,1500,"Toronto, Canada",1899,"[5, 85, 84, 85, 800, 128, 85, 378, 49, 98, 17, 68]","[4.0, 13.0, 13.0, 17.0, 17.0, 26.0, 35.0, 49.0, 89.0, 116.0, 143.0, 251.0]",ForeverSpin\u2122  Spinning Tops,/projects/1251371853/forever-spinning-top
117965,infomorph,Tabletop Games,usd,14000,"Chicago, IL",1898,"[34, 61, 140, 29, 32, 410, 298, 20, 111, 469, 7, 22, 2, 185, 13, 24, 3, 3, 12, 4, 1, 2, 1, 0, 4, 1, 0, 0]","[1.0, 5.0, 10.0, 10.0, 15.0, 20.0, 30.0, 30.0, 50.0, 60.0, 65.0, 75.0, 80.0, 100.0, 100.0, 115.0, 150.0, 175.0, 250.0, 250.0, 300.0, 300.0, 300.0, 500.0, 500.0, 600.0, 1250.0, 2500.0]",Transhuman: The Eclipse Phase Player's Guide,/projects/507486226/transhuman-the-eclipse-phase-players-guide
1403359,PicoBrew Inc,Product Design,usd,200000,"Seattle, WA",1898,"[103, 76, 399, 400, 390, 91, 28, 60, 167, 70, 10, 43, 17, 2, 1]","[1.0, 20.0, 499.0, 549.0, 559.0, 575.0, 599.0, 639.0, 649.0, 1299.0, 1699.0, 2099.0, 2999.0, 3200.0, 6000.0]",Pico - Craft Beer at Home,/projects/1708005089/pico-craft-beer-at-home
356752,CoolMiniOrNot,Tabletop Games,usd,25000,"Atlanta, GA",1896,"[200, 1637, 2]","[90.0, 100.0, 3000.0]",Kaosball,/projects/coolminiornot/kaosball
122907,Bare Conductive,DIY Electronics,gbp,15000,"London, UK",1895,"[118, 25, 50, 973, 49, 25, 450, 80, 36, 14, 0, 0]","[16.0, 57.0, 65.0, 73.0, 97.0, 129.0, 146.0, 162.0, 194.0, 728.0, 1457.0, 3237.0]",Touch Board: Interactivity Everywhere,/projects/863853574/touch-board-interactivity-everywhere
65449,Ben Harkins,Tabletop Games,usd,10000,"Minneapolis, MN",1895,"[38, 1233, 481, 50, 50, 33]","[1.0, 20.0, 45.0, 85.0, 85.0, 125.0]",Vault Wars - Bidding and Bluffing Game by Jon Gilmour,/projects/floodgategames/vault-wars-bidding-and-bluffing-game-by-jon-gilmou
62360,FarSight Studios,Video Games,usd,59000,"Big Bear Lake, CA",1894,"[44, 823, 220, 354, 132, 90, 68, 15, 74, 7, 1, 45, 6, 0, 0, 0]","[1.0, 10.0, 18.0, 20.0, 30.0, 40.0, 50.0, 75.0, 100.0, 200.0, 300.0, 400.0, 500.0, 1000.0, 2000.0, 9500.0]",Pinball Arcade: Terminator 2 Judgment Day,/projects/1067367405/pinball-arcade-terminator-2-judgment-day
102686,Hiveworks Comics,Webcomics,usd,22000,"Portland, OR",1893,"[10, 154, 11, 273, 925, 258, 49, 30, 120, 30, 10, 5]","[5.0, 10.0, 20.0, 30.0, 35.0, 50.0, 60.0, 80.0, 90.0, 100.0, 175.0, 425.0]",Blindsprings: Volume 1 by Kadi Fedoruk,/projects/hiveworks/blindsprings-volume-1-by-kadi-fedoruk
34757,Simon Lyons + VERSION 22,Product Design,gbp,5000,"London, UK",1893,"[14, 50, 50, 886, 668, 201, 15, 2]","[1.42, 7.0, 9.0, 10.0, 27.0, 44.0, 126.0, 479.0]",Nimble | The 1 Finger Wonder Tool,/projects/version22design/nimble-the-1-finger-wonder-tool
70328,Alex Baca + 1Lss Inc.,Product Design,usd,15000,"Los Angeles, CA",1893,"[41, 44, 298, 1000, 122, 233, 104, 36]","[1.0, 1.0, 24.0, 29.0, 34.0, 39.0, 44.0, 49.0]","MagBak- Grips, protects & mounts iPad in a minimalist design",/projects/1623468810/magbak-the-worlds-thinnest-ipad-mount
87774,She Reads Truth,Technology,usd,35000,"Nashville, TN",1892,"[349, 384, 585, 126, 60, 3, 3, 3, 0, 0, 0, 0, 0]","[10.0, 25.0, 50.0, 100.0, 250.0, 500.0, 1000.0, 2000.0, 3000.0, 3000.0, 5000.0, 6000.0, 10000.0]",SheReadsTruth Bible+Devotional App,/projects/shereadstruth/shereadstruth-bible-devotional-app
95908,Jeff McComsey,Graphic Novels,usd,3500,"Lancaster, PA",1890,"[9, 25, 88, 29, 588, 514, 66, 134, 75, 19, 0, 142, 25, 73, 4, 7, 44, 3, 20]","[5.0, 10.0, 10.0, 20.0, 25.0, 30.0, 35.0, 45.0, 50.0, 50.0, 65.0, 75.0, 100.0, 100.0, 125.0, 150.0, 200.0, 225.0, 500.0]",FUBAR: MOTHER RUSSIA,/projects/1607639297/fubar-mother-russia
93173,Cillian McMinn,Product Design,gbp,2500,"Belfast, UK",1890,"[28, 6, 14, 528, 304, 164, 200, 283, 62, 48, 86, 146, 15, 1]","[1.52, 3.04, 8.0, 30.0, 30.0, 61.0, 76.0, 76.0, 129.0, 129.0, 137.0, 137.0, 243.0, 1522.0]",The Element Cube: 62 Elements - 1 Cube,/projects/1536286486/the-element-cube-62-elements-1-cube
126072,Rick Beardsell,Wearables,gbp,10000,"Manchester, UK",1889,"[0, 75, 46, 427, 115, 39, 529, 282, 111, 3, 7, 9, 106, 82, 14, 19, 14]","[8.0, 39.0, 47.0, 55.0, 62.0, 70.0, 86.0, 94.0, 101.0, 125.0, 156.0, 164.0, 172.0, 180.0, 187.0, 250.0, 328.0]",World`s first natural heat generating gloves and insoles,/projects/1503544150/world-s-first-natural-heat-generating-gloves-and-i
115258,Ecoxotic,Product Design,usd,25000,"San Diego, CA",1888,"[33, 275, 456, 5, 448, 193, 162, 180, 72, 9, 7]","[5.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 90.0, 90.0, 150.0, 250.0]",Vita - Bring Life Into Your Home,/projects/1652660578/vita-bring-life-into-your-home
115816,Gordon Williams,Hardware,gbp,20000,"Oxford, UK",1887,"[30, 632, 50, 687, 168, 50, 202, 39, 0, 3]","[32.0, 37.0, 60.0, 66.0, 97.0, 133.0, 152.0, 285.0, 663.0, 1193.0]",Puck.js - the ground-breaking bluetooth beacon,/projects/gfw/puckjs-the-ground-breaking-bluetooth-beacon
115067,MbientLab Inc.,Wearables,usd,8000,"San Francisco, CA",1887,"[11, 50, 50, 127, 1003, 71, 406, 10, 76, 25, 15, 15, 5]","[5.0, 20.0, 25.0, 30.0, 35.0, 60.0, 70.0, 100.0, 170.0, 200.0, 200.0, 330.0, 1000.0]",MetaWear: Bluetooth Sensors to make Wearables in Minutes,/projects/guardyen/metawear-production-ready-wearables-in-30-minutes
62778,BigGiantCircles,Chiptune,usd,5000,"Dallas, TX",1886,"[16, 15, 568, 237, 397, 208, 76, 200, 46, 52, 20, 34, 0, 2, 2, 2, 2, 1, 0]","[1.0, 5.0, 10.0, 20.0, 20.0, 30.0, 40.0, 50.0, 75.0, 100.0, 100.0, 150.0, 250.0, 250.0, 500.0, 500.0, 1000.0, 2500.0, 5000.0]","Big Giant Circles - ""The Glory Days"" (Impostor Nostalgia 2)",/projects/1207722957/big-giant-circles-the-glory-days-impostor-nostalgi
193547,Jordan Lejuwaan,Product Design,usd,5000,"New York, NY",1886,"[63, 48, 26, 33, 19, 17, 100, 1552]","[1.0, 10.0, 10.0, 10.0, 18.0, 59.0, 69.0, 79.0]",RaveNectar Yoga Mats,/projects/lejuwaan/ravenectar-yoga-mats
87205,Intelliplus,Gadgets,cad,5000,"Montreal, Canada",1886,"[3, 100, 200, 642, 185, 102, 15, 8, 100, 279, 142, 56, 26, 5, 4, 3, 0, 0, 0, 1]","[2.0, 9.0, 11.0, 14.0, 17.0, 20.0, 22.0, 24.0, 24.0, 28.0, 32.0, 54.0, 78.0, 107.0, 126.0, 230.0, 503.0, 639.0, 720.0, 1079.0]",qualMeter:Finally a Smart USB Cable/Charger Tester for Dummy,/projects/1187836018/qoometer-finally-a-smart-usb-cable-charger-tester
64823,april winchell,Fiction,usd,50000,"Helsinki, Finland",1886,"[189, 115, 168, 99, 100, 198, 49, 50, 93, 56, 64, 81, 98, 48, 66, 4, 18, 148, 24, 65, 25, 25, 35, 6, 8, 9, 27, 3, 1]","[5.0, 6.0, 10.0, 20.0, 25.0, 25.0, 25.0, 25.0, 25.0, 30.0, 35.0, 35.0, 40.0, 40.0, 40.0, 50.0, 50.0, 50.0, 60.0, 60.0, 60.0, 60.0, 65.0, 70.0, 125.0, 150.0, 160.0, 200.0, 250.0]",Regretsy's Big Book of Fabricated Folktales from Finland,/projects/1173128695/regretsys-big-book-of-fabricated-folktales-from-fi
35590,Paul Michael Kane,Photography,usd,3800,"Ogdensburg, NJ",1885,"[15, 54, 1153, 55, 400, 152, 29, 2, 20]","[1.0, 8.0, 9.0, 15.0, 17.0, 30.0, 45.0, 90.0, 100.0]",LightBox Photography Cards,/projects/pmkane/lightbox-photography-cards
101433,Pantera Entertainment,Video Games,usd,80000,"Los Angeles, CA",1885,"[28, 220, 395, 55, 938, 82, 4, 19, 77, 20, 10, 2, 1, 2, 1]","[5.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 100.0, 200.0, 300.0, 500.0, 1000.0, 2000.0, 3500.0]",Theme Park Studio - Create the Ultimate Theme Park!,/projects/1011099242/theme-park-studio-create-the-ultimate-theme-park
55193,Matthew Moore,Tabletop Games,usd,13000,"Seattle, WA",1883,"[36, 1070, 51, 397, 107, 13, 26, 85, 38, 25, 25, 2, 4, 0, 0, 0]","[1.0, 22.0, 27.0, 32.0, 32.0, 37.0, 42.0, 44.0, 54.0, 68.0, 86.0, 256.0, 256.0, 256.0, 256.0, 365.0]","Bring Your Own Book, the game of borrowed phrases",/projects/ironmaus/bring-your-own-book-the-game-of-borrowed-phrases
124135,Martin Wallace,Tabletop Games,gbp,30000,"Mellor, UK",1882,"[32, 1368, 200, 154, 92, 28]","[1.53, 76.0, 76.0, 137.0, 336.0, 550.0]",A Study in Emerald,/projects/1799046854/a-study-in-emerald
63457,Jon Norton & Joe Molinari,Product Design,usd,25000,"San Francisco, CA",1882,"[6, 19, 923, 571, 62, 178, 90, 4, 9, 12]","[1.0, 1.0, 15.0, 30.0, 55.0, 55.0, 75.0, 150.0, 150.0, 325.0]",Orbit: A Swiveling Smartphone Suction Mount,/projects/832784035/orbit-a-swiveling-smartphone-suction-mount
87375,APE Gamer,Tabletop Games,usd,16000,"Cypress, TX",1881,"[62, 1260, 110, 121, 103, 81, 66, 9, 22, 4, 4, 27, 4]","[1.0, 40.0, 40.0, 50.0, 55.0, 55.0, 57.0, 60.0, 65.0, 70.0, 70.0, 80.0, 90.0]",Spirits of the Rice Paddy Board Game,/projects/13415575/spirits-of-the-rice-paddy-board-game
586061,Lisa Q. Fetterman,Food,usd,200000,"San Francisco, CA",1880,"[26, 24, 38, 5, 11, 1526, 20, 9, 13, 123, 25, 0]","[5.0, 10.0, 29.0, 59.0, 99.0, 299.0, 499.0, 499.0, 499.0, 559.0, 1000.0, 10000.0]",Nomiku: bring sous vide into your kitchen.,/projects/nomiku/nomiku-bring-sous-vide-into-your-kitchen
25206,Christopher Ferguson,Tabletop Games,usd,1650,"Seattle, WA",1880,"[1859, 7, 5, 1]","[11.0, 50.0, 50.0, 50.0]",STAR PATROL: a hex & counter minigame of starship combat,/projects/pocketoptiongames/star-patrol-a-hex-and-counter-minigame-of-starship
182294,Tamara Saviano,Documentary,usd,75000,"Austin, TX",1879,"[204, 83, 48, 49, 19, 149, 146, 170, 75, 107, 15, 47, 71, 24, 30, 33, 30, 42, 7, 35, 10, 120, 2, 2, 13, 10, 37, 34, 50, 1, 7, 7, 11, 25, 1, 8, 6, 1, 1, 1, 1]","[5.0, 10.0, 15.0, 15.0, 20.0, 25.0, 30.0, 30.0, 50.0, 50.0, 55.0, 55.0, 60.0, 65.0, 75.0, 75.0, 80.0, 85.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 125.0, 130.0, 130.0, 150.0, 150.0, 200.0, 250.0, 250.0, 300.0, 500.0, 550.0, 1000.0, 2500.0, 7500.0, 10000.0, 10000.0, 10000.0]",Without Getting Killed or Caught - Guy Clark Film,/projects/244359559/without-getting-killed-or-caught-guy-clark-film
42708,Rocketcat Games,Video Games,usd,25000,"Bremerton, WA",1879,"[1398, 133, 184, 60, 36, 19, 9, 0, 3, 0, 3]","[10.0, 25.0, 30.0, 50.0, 75.0, 100.0, 150.0, 250.0, 500.0, 1000.0, 2000.0]",Death Road to Canada - Permadeath Road Trip Simulator,/projects/1297103658/death-road-to-canada-permadeath-road-trip-simulato
77252,Tasty Minstrel Games,Tabletop Games,usd,40000,"Mountain Green, UT",1879,"[1395, 356, 93]","[35.0, 48.0, 65.0]",BOMB SQUAD - an Intense Cooperative Real-time Game,/projects/136380836/bomb-squad-an-intense-cooperative-real-time-game
163255,Queen Games,Tabletop Games,usd,10000,"Dallas, TX",1879,"[264, 348, 199, 99, 194, 150, 100, 150, 94, 45, 16, 2, 10, 2, 110, 16, 6, 6, 15, 1, 1, 2, 1, 3, 4, 1, 1, 1, 1, 6, 0]","[45.0, 75.0, 75.0, 75.0, 77.0, 77.0, 79.0, 79.0, 82.0, 84.0, 90.0, 120.0, 125.0, 135.0, 150.0, 150.0, 150.0, 160.0, 200.0, 225.0, 240.0, 240.0, 250.0, 290.0, 300.0, 300.0, 320.0, 450.0, 450.0, 550.0, 1500.0]",Shogun Big Box,/projects/1016374822/shogun-big-box
159804,Queen Games,Tabletop Games,usd,20000,"Dallas, TX",1878,"[44, 12, 6, 103, 13, 38, 8, 349, 249, 149, 149, 100, 100, 80, 50, 49, 39, 192, 22, 53, 54, 3, 1]","[14.0, 24.0, 25.0, 25.0, 30.0, 35.0, 40.0, 70.0, 72.0, 74.0, 76.0, 78.0, 79.0, 80.0, 81.0, 82.0, 85.0, 120.0, 135.0, 140.0, 270.0, 300.0, 540.0]",Kingdom Builder Big Box Kickstarter Edition,/projects/1016374822/kingdom-builder-big-box-kickstarter-edition
136284,GIR: Get It Right,Product Design,usd,50000,"New York, NY",1878,"[24, 259, 180, 223, 250, 159, 249, 304, 218, 4, 1]","[1.0, 25.0, 30.0, 35.0, 45.0, 50.0, 65.0, 70.0, 95.0, 350.0, 750.0]","GIR Spatula - Mini, Skinny, Pro",/projects/productofgir/gir-spatula-mini-skinny-pro
116431,Matt King,Webseries,usd,75000,"Los Angeles, CA",1877,"[214, 246, 275, 20, 70, 477, 102, 10, 20, 15, 20, 36, 43, 10, 28, 114, 8, 27, 1, 8, 17, 0, 3, 6, 1, 5, 2, 3, 8, 0, 4, 0, 1, 2, 1, 0, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 10.0, 25.0, 35.0, 35.0, 40.0, 50.0, 65.0, 65.0, 75.0, 80.0, 100.0, 100.0, 100.0, 100.0, 125.0, 135.0, 150.0, 200.0, 220.0, 250.0, 275.0, 300.0, 325.0, 350.0, 380.0, 400.0, 425.0, 450.0, 500.0, 600.0, 650.0, 650.0, 750.0, 750.0, 800.0, 850.0, 1000.0, 1200.0, 1200.0, 1350.0, 1500.0, 2000.0, 3000.0, 3500.0, 5000.0, 5000.0, 6000.0, 8000.0, 10000.0]",THE WORLD OF STEAM,/projects/worldofsteam/the-world-of-steam
238726,Feltmark,Product Design,usd,30000,"Los Angeles, CA",1877,"[103, 50, 640, 98, 585, 100, 130, 112, 39, 3, 2]","[1.0, 54.0, 59.0, 108.0, 118.0, 162.0, 177.0, 270.0, 432.0, 490.0, 784.0]",Ellum Solar \u2022 Light Different,/projects/byfeltmark/ellum-solar-light-different
110648,Frank Bouchard,Product Design,cad,4000,"Ottawa, Canada",1876,"[6, 41, 405, 324, 59, 83, 100, 108, 222, 56, 74, 26, 66, 116, 100, 67, 2]","[4.0, 13.0, 26.0, 28.0, 31.0, 31.0, 35.0, 35.0, 40.0, 44.0, 44.0, 44.0, 49.0, 67.0, 71.0, 142.0, 311.0]",Wipebook 3 | The reusable whiteboard notebook,/projects/1470156778/wipebook-3
96248,Michael Woods,Hardware,usd,48000,"Mountain View, CA",1876,"[20, 28, 1078, 571, 34, 107, 24]","[1.0, 5.0, 30.0, 60.0, 75.0, 125.0, 250.0]","Trebuchette - the snap-together, desktop trebuchet",/projects/1803756771/trebuchette-the-snap-together-desktop-trebuchet
46078,Ben Porter,Video Games,aud,35000,"Melbourne, AU",1873,"[1094, 200, 361, 37, 96, 28, 9, 2, 0]","[8.0, 16.0, 21.0, 33.0, 49.0, 82.0, 165.0, 412.0, 824.0]",Moonman,/projects/eigenbom/moonman
161444,Holt Evans & Radu Zarnescu,Product Design,usd,10000,"Wilmington, DE",1873,"[13, 350, 100, 452, 250, 100, 398, 100, 104]","[1.0, 55.0, 59.0, 65.0, 90.0, 99.0, 110.0, 135.0, 165.0]",YOU CAN STILL GET ONE NOW,/projects/1410511531/kevlar-and-leather-the-indestructible-guaranteed-f
195003,SOS PowerBank,Technology,usd,20000,"Sundance, UT",1872,"[50, 198, 207, 12, 400, 500, 223, 44, 4, 150, 56, 11, 4]","[1.0, 65.0, 72.0, 79.0, 80.0, 85.0, 90.0, 130.0, 140.0, 155.0, 170.0, 375.0, 650.0]",SOS 20K - Life Saving Portable Solar Battery,/projects/ruggedbank/sos-20k-life-saving-portable-solar-battery
401666,"iCradle, Inc.",Gadgets,usd,100000,"Frankfurt, Germany",1872,"[75, 98, 35, 273, 46, 36, 64, 520, 350, 51, 230, 25, 13]","[10.0, 115.0, 145.0, 159.0, 179.0, 199.0, 199.0, 205.0, 225.0, 225.0, 255.0, 399.0, 499.0]",COBI. The Smartest Connected Bike System.,/projects/cobi/cobi-worlds-smartest-connected-biking-system
152286,Simplistyk,Hardware,usd,15000,"Burbank, CA",1871,"[150, 200, 237, 527, 1, 150, 534, 45, 3, 2]","[55.0, 60.0, 65.0, 65.0, 70.0, 85.0, 90.0, 95.0, 100.0, 105.0]",Spin - The Gyroscopic Spintop,/projects/1348567444/spin-the-gyroscopic-spintop
81552,gato negro,Narrative Film,usd,50000,"New York, NY",1871,"[201, 52, 3, 616, 192, 43, 366, 107, 5, 21, 54, 92, 35, 23, 28, 12, 2, 1, 2]","[1.0, 5.0, 10.0, 20.0, 20.0, 30.0, 45.0, 45.0, 50.0, 55.0, 55.0, 70.0, 80.0, 150.0, 150.0, 185.0, 750.0, 1000.0, 5000.0]",Hotel Noir,/projects/52271062/hotel-noir
54467,"Colleen M, John S, & Eric Z",Tabletop Games,usd,25000,"Brooklyn, NY",1870,"[275, 100, 957, 508, 10, 11, 1, 0, 0]","[1.0, 20.0, 25.0, 40.0, 120.0, 150.0, 250.0, 500.0, 5000.0]",The Metagame. Discuss.,/projects/2093152267/the-metagame-discuss
116888,Corey Cole,Video Games,usd,100000,"San Francisco, CA",1869,"[133, 853, 440, 168, 20, 39, 45, 8, 46, 11, 5, 3, 1, 1]","[10.0, 20.0, 25.0, 50.0, 80.0, 80.0, 130.0, 150.0, 200.0, 550.0, 1100.0, 2500.0, 5000.0, 10000.0]",Hero-U Fantasy Adventure Role-Playing Game,/projects/transolargames/hero-u-adventure-role-playing-game
162882,"comcept USA, LLC",Animation,usd,150000,"Tokyo, Japan",1869,"[220, 27, 496, 387, 23, 23, 272, 23, 32, 188, 30, 62, 1, 2, 4, 1, 0, 0, 1, 6, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]","[4.0, 14.0, 24.0, 40.0, 44.0, 74.0, 94.0, 104.0, 114.0, 144.0, 244.0, 344.0, 444.0, 1004.0, 1004.0, 1004.0, 1004.0, 1004.0, 1444.0, 1444.0, 2444.0, 3444.0, 3444.0, 3444.0, 4444.0, 4444.0, 5000.0, 5000.0, 5000.0, 10000.0]",Red Ash -Magicicada- by STUDIO4\u2103,/projects/mightyno9/red-ash-magicicada-by-studio4c
213392,Chad Russell,Technology,usd,150000,"Palo Alto, CA",1868,"[137, 16, 100, 250, 1328, 5, 0]","[1.0, 25.0, 99.0, 115.0, 120.0, 500.0, 5000.0]",AdTrap - The internet is yours again,/projects/600284081/adtrap-the-internet-is-yours-again
93428,New Starship,Science Fiction,usd,82300,"Hollywood, Los Angeles, CA",1867,"[188, 172, 143, 239, 193, 91, 4, 3, 38, 1, 5, 16, 146, 97, 34, 35, 23, 40, 24, 55, 1, 2, 1, 1, 1, 1, 74, 1, 49, 9, 9, 5, 1, 1, 1, 1, 1, 0, 0, 1, 1, 39, 1, 1, 1, 0, 1, 1, 10, 16, 0, 5, 1, 1, 2, 2, 1, 0]","[1.0, 5.0, 12.0, 15.0, 20.0, 20.0, 20.0, 20.0, 25.0, 25.0, 25.0, 25.0, 30.0, 30.0, 40.0, 50.0, 55.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 70.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 120.0, 150.0, 150.0, 150.0, 150.0, 150.0, 170.0, 180.0, 200.0, 200.0, 250.0, 300.0, 300.0, 350.0, 350.0, 500.0, 500.0, 500.0, 500.0, 500.0, 1000.0, 1500.0, 2000.0, 3000.0, 10000.0]",HOLLYWOOD SCI FI SCIENCE FICTION MUSEUM,/projects/newstarship/hollywood-sci-fi-science-fiction-museum
35873,Rob Percival,Apps,gbp,2000,"Cambridge, UK",1866,"[1, 1763, 28, 21, 43, 3, 0, 0]","[9.0, 26.0, 60.0, 102.0, 255.0, 341.0, 851.0, 1277.0]",Complete iOS 8 Developer Course Using Swift - No Mac Needed!,/projects/908213631/complete-ios8-developer-course-using-swift
85244,Samantha Futerman,Documentary,usd,80000,"Los Angeles, CA",1866,"[142, 156, 157, 739, 271, 56, 140, 14, 8, 5, 0, 0, 0, 2]","[2.0, 5.0, 10.0, 25.0, 50.0, 75.0, 100.0, 250.0, 500.0, 1000.0, 2000.0, 2500.0, 5000.0, 7000.0]",TWINSTERS Part 2: Post Production,/projects/1746892989/twinsters-part-2-post-production
264205,Ashley Chloe Inc.,Wearables,usd,100000,"San Francisco, CA",1865,"[126, 998, 245, 16, 419, 2, 3, 11, 12, 1, 5, 3, 1]","[1.0, 99.0, 119.0, 149.0, 179.0, 199.0, 259.0, 269.0, 349.0, 469.0, 589.0, 999.0, 5999.0]",HELIX: Wearable Cuff with Wireless Bluetooth Headphones,/projects/1889846331/helix-wearable-cuff-with-stereo-bluetooth-headphon
157146,Karl Kozak,Fashion,usd,17500,"San Diego, CA",1864,"[17, 29, 163, 3, 100, 100, 534, 94, 128, 25, 423, 85, 159]","[1.0, 10.0, 30.0, 35.0, 49.0, 49.0, 59.0, 59.0, 89.0, 89.0, 112.0, 112.0, 112.0]",TRAKLINE 2.0 :\xa0 the best belt you'll ever own,/projects/1115468767/trakline-belts-20-a-new-kind-of-belt-for-men-and-w
87389,Ash and Eli,Art Books,gbp,25400,"Greater Manchester, UK",1864,"[334, 937, 26, 500, 17, 13, 2, 7, 5, 3, 5]","[23.0, 46.0, 46.0, 77.0, 77.0, 93.0, 139.0, 154.0, 309.0, 309.0, 386.0]",Draw Like a Boss : The Physical Book,/projects/ashdrawsthings/draw-like-a-boss-the-physical-book
39267,Jason Kotarski,Tabletop Games,usd,12000,"Flint, MI",1863,"[79, 1242, 109, 295, 119]","[5.0, 19.0, 24.0, 28.0, 32.0]",Fidelitas: A card game of medieval meddling for 2-4 players!,/projects/2005228768/fidelitas-a-card-game-of-medieval-meddling-for-2-4
27503,Pact Coffee,Drinks,gbp,20000,"London, UK",1862,"[300, 463, 153, 574, 154, 50, 139, 7, 10, 0]","[12.0, 15.0, 15.0, 15.0, 32.0, 38.0, 38.0, 153.0, 230.0, 7664.0]",The Best Coffee You've Ever Made... Now in a Pod,/projects/600258854/the-best-coffee-youve-ever-made-now-in-a-pod
52725,Robert Lockhart,Video Games,usd,12000,"Chicago, IL",1862,"[113, 1359, 223, 70, 40, 9, 8, 7, 2]","[1.0, 20.0, 30.0, 60.0, 75.0, 100.0, 250.0, 500.0, 1500.0]",Codemancer: A Fantasy Game that Teaches the Magic of Code,/projects/bobbylox/codemancer-a-fantasy-game-that-teaches-the-magic-o
67653,Jason Webley,Music,usd,11111,"Everett, WA",1862,"[23, 111, 348, 529, 581, 21, 68, 43, 11, 46, 63, 1, 5, 2, 0, 2, 1]","[1.0, 3.0, 11.0, 25.0, 35.0, 45.0, 50.0, 75.0, 80.0, 99.0, 111.0, 200.0, 450.0, 500.0, 500.0, 650.0, 1111.0]","""Margaret"" by Jason Webley and friends",/projects/562632750/margaret-by-jason-webley-and-friends
250284,David B. Talton Jr.,Tabletop Games,usd,30000,"Albuquerque, NM",1860,"[81, 1, 6, 156, 22, 89, 569, 16, 14, 534, 132, 1, 1, 210, 2, 16, 3, 1]","[1.0, 10.0, 20.0, 20.0, 40.0, 50.0, 70.0, 100.0, 125.0, 135.0, 175.0, 180.0, 200.0, 220.0, 300.0, 500.0, 1000.0, 1500.0]",BattleCON: War Remastered,/projects/level99games/battlecon-war-remastered
275269,Michael Stokes,Photobooks,usd,48250,"Los Angeles, CA",1860,"[299, 146, 1190, 13, 200]","[55.0, 70.0, 125.0, 180.0, 335.0]",Publish two coffee table books by Michael Stokes,/projects/michaelstokes/publish-two-coffee-table-books-by-michael-stokes
104207,Toonhound Studios,Comics,usd,30000,"Seattle, WA",1859,"[232, 1003, 108, 175, 81, 129, 93, 4, 5, 1, 0, 0, 0]","[10.0, 30.0, 55.0, 80.0, 100.0, 125.0, 175.0, 250.0, 500.0, 500.0, 1000.0, 2500.0, 5000.0]",Table Titans Volume 1: First Encounters,/projects/1212663429/table-titans-volume-1-first-encounters
96276,Gabriel Wyner,Software,usd,10000,"Los Angeles, CA",1858,"[67, 712, 989, 63, 5, 1, 0]","[3.0, 30.0, 60.0, 90.0, 600.0, 2100.0, 3600.0]",Fluent Forever: Foreign Language Pronunciation Trainers,/projects/gabrielwyner/fluent-forever-foreign-language-pronunciation-trai
425553,Marrow Production,Tabletop Games,usd,55000,"Hong Kong, Hong Kong",1858,"[28, 5, 49, 100, 50, 802, 100, 50, 444, 45, 9, 3, 64, 0, 11, 1, 1]","[10.0, 25.0, 30.0, 90.0, 91.0, 100.0, 170.0, 171.0, 180.0, 190.0, 220.0, 290.0, 320.0, 500.0, 600.0, 2000.0, 3000.0]",Journey: Wrath of Demons,/projects/1588487845/journey-wrath-of-demons
135250,"Lance, Brandon, Heather Hyde",Product Design,usd,100000,"Indianapolis, IN",1857,"[34, 13, 1722, 22, 3, 44, 1, 1, 0, 0]","[1.0, 5.0, 65.0, 75.0, 85.0, 100.0, 500.0, 1000.0, 2500.0, 5000.0]",The Cole-Bar Hammer,/projects/363439631/the-cole-bar-hammer
71580,David Willis,Comics,usd,20000,"Columbus, OH",1856,"[183, 124, 11, 76, 234, 110, 159, 13, 241, 9, 32, 75, 25, 11, 25, 23, 94, 244, 11, 16, 37, 9, 9]","[5.0, 7.0, 7.0, 10.0, 15.0, 20.0, 26.0, 26.0, 36.0, 36.0, 46.0, 46.0, 50.0, 50.0, 50.0, 56.0, 56.0, 76.0, 100.0, 100.0, 100.0, 150.0, 300.0]",Dumbing of Age: The Third Book Collection,/projects/326540223/dumbing-of-age-the-third-book-collection
